@RELATION campuslens_complaints

@ATTRIBUTE complaint STRING
@ATTRIBUTE zone STRING
@ATTRIBUTE facility STRING
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE occupancy NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE impact NUMERIC
@ATTRIBUTE category {Network,Infrastructure,Cleanliness,Canteen,Electrical,Lab_Equipment,Water,Other}

@DATA
'classroom door and several chairs need repair on floor 4 while the wifi is also unstable','Academic & Teaching','A2/1',11,31,74,3,Infrastructure
'power socket near the desk is unsafe in cs1 while the wifi is also unstable','Labs & Research','CL22',17,50,81,2,Electrical
'very weak wifi signal on floor 4 of cl15','Labs & Research','CL15',10,91,37,1,Network
'low water pressure reported around swimming pool','General & Utilities','Swimming Pool',14,45,69,1,Water
'wifi becomes extremely slow near ff6 between 11 00 and 13 00','Library & Study','LRC',11,30,53,2,Network
'projector in cl22 switches off after ten minutes','Academic & Teaching','Aryabhatt Bhawan II',16,34,78,3,Infrastructure
'two ceiling fans are not working in cr425 and the room is overcrowded','Academic & Teaching','A2/1',16,41,77,5,Electrical
'network authentication fails for students around lrc after a power interruption','Library & Study','LRC',10,48,47,1,Network
'spill outside cl22 creates a safety hazard','General & Utilities','H4 Boys Hostel',10,32,60,2,Cleanliness
'projector hdmi port is loose in ts17','Labs & Research','CL3',17,83,59,1,Lab_Equipment
'parking congestion blocks the entrance near parking','Administration','Parking',11,57,43,4,Other
'three lab systems freeze during compilation in g2','Labs & Research','CL22',10,28,42,2,Lab_Equipment
'projector in g2 switches off after ten minutes after a power interruption','Labs & Research','Aryabhatt Bhawan II',11,77,43,2,Infrastructure
'floor near h4 boys hostel is dirty and slippery students cannot continue class beside the canteen queue','General & Utilities','H4 Boys Hostel',11,70,36,1,Cleanliness
'network authentication fails for students around cl3 while the wifi is also unstable','Library & Study','CL3',9,96,54,1,Network
'lights flicker repeatedly inside cs1','Hostels','H5 Boys Hostel',14,66,69,3,Electrical
'classroom door and several chairs need repair on floor 4','Labs & Research','A2/1',14,41,44,3,Infrastructure
'two ceiling fans are not working in cl22 beside the canteen queue','Academic & Teaching','H5 Boys Hostel',8,25,41,2,Electrical
'wifi becomes extremely slow near cl22 between 12 00 and 14 00 after a power interruption','Library & Study','CL15',12,100,47,2,Network
'monitor and keyboard are not detected at workstation in g2','Labs & Research','CL15',17,37,70,2,Lab_Equipment
'wifi becomes extremely slow near cl3 between 12 00 and 14 00','Library & Study','LRC',12,100,94,1,Network
'waiting time at annapurna / main mess is more than twenty minutes','Food','Annapurna / Main Mess',13,84,68,3,Canteen
'projector hdmi port is loose in ff6','Academic & Teaching','CL3',11,59,68,2,Infrastructure
'food counter is overcrowded between 14 00 and 16 00','Food','Cafeteria / Canteen',14,55,46,3,Canteen
'billing queue reaches the stairwell near cafeteria / canteen','Food','Cafeteria / Canteen',13,100,68,2,Canteen
'very weak wifi signal on floor 4 of cl15 after a power interruption','Library & Study','CL15',9,69,63,3,Network
'food counter is overcrowded between 14 00 and 16 00 please fix urgently','Food','Annapurna / Main Mess',14,84,61,3,Canteen
'two ceiling fans are not working in cl22 this happens repeatedly','Labs & Research','H5 Boys Hostel',14,94,73,4,Electrical
'network authentication fails for students around aryabhatt bhawan ii','Library & Study','Aryabhatt Bhawan II',9,100,34,3,Network
'two ceiling fans are not working in cr425','Hostels','A2/1',8,35,96,1,Electrical
'billing queue reaches the stairwell near cafeteria / canteen','Food','Cafeteria / Canteen',13,78,53,2,Canteen
'student common area is overcrowded after 8 00 and the room is overcrowded','Administration','Auditorium',8,29,46,2,Other
'waiting time at annapurna / main mess is more than twenty minutes','Food','Annapurna / Main Mess',13,54,61,3,Canteen
'very weak wifi signal on ground floor of aryabhatt bhawan ii','Labs & Research','Aryabhatt Bhawan II',12,100,49,1,Network
'drinking water cooler near cs1 is empty students cannot continue class','General & Utilities','Water cooler',10,100,20,1,Water
'waiting time at cafeteria / canteen is more than twenty minutes students cannot continue class','Food','Cafeteria / Canteen',13,62,45,1,Canteen
'monitor and keyboard are not detected at workstation in cs1','Labs & Research','CL15',10,38,62,1,Lab_Equipment
'air conditioner stops cooling after noon on floor 2 this happens repeatedly','Hostels','A2/1',8,63,77,1,Electrical
'canteen queue is very long at 12 00 with one counter open after a power interruption','Food','Annapurna / Main Mess',12,86,63,3,Canteen
'student common area is overcrowded after 8 00','General & Utilities','Auditorium',8,61,51,2,Other
'laboratory equipment reports a calibration error in ts17','Labs & Research','CL22',14,36,51,5,Lab_Equipment
'internet disconnects repeatedly during the lecture in cl15','Library & Study','LRC',10,57,37,2,Network
'internet disconnects repeatedly during the lecture in cr425','Academic & Teaching','LRC',9,58,47,1,Network
'projector in cr425 switches off after ten minutes near a water cooler','Academic & Teaching','A2/2',9,55,30,4,Infrastructure
'power socket near the desk is unsafe in cl3','Academic & Teaching','A2/1',14,14,84,3,Electrical
'lights flicker repeatedly inside cl3','Hostels','H5 Boys Hostel',12,57,54,1,Electrical
'low water pressure reported around girls hostel near a water cooler','Sports & Recreation','Girls Hostel',12,58,74,5,Water
'projector hdmi port is loose in cl22 this happens repeatedly beside the canteen queue','Labs & Research','A2/1',8,58,40,2,Infrastructure
'water is leaking into the corridor on ground floor students cannot continue class','General & Utilities','Girls Hostel',13,5,62,1,Water
'broken writing desk is blocking the aisle in ff6','Labs & Research','A2/1',14,62,59,3,Infrastructure
'network authentication fails for students around aryabhatt bhawan ii students cannot continue class after a power interruption','Labs & Research','Aryabhatt Bhawan II',9,83,42,5,Network
'water is leaking into the corridor on floor 4 students cannot continue class near a water cooler','Sports & Recreation','Water cooler',14,37,57,4,Water
'wifi becomes extremely slow near cr425 between 9 00 and 11 00','Labs & Research','CL15',9,49,33,3,Water
'air conditioner stops cooling after noon on floor 4 this happens repeatedly and the room is overcrowded','Academic & Teaching','H5 Boys Hostel',13,37,55,2,Electrical
'internet disconnects repeatedly during the lecture in cl3','Labs & Research','CL3',9,58,37,2,Network
'canteen queue is very long at 13 00 with one counter open students cannot continue class','Food','Annapurna / Main Mess',13,47,33,4,Other
'power socket near the desk is unsafe in cl22','Academic & Teaching','CL22',17,44,80,5,Electrical
'network authentication fails for students around aryabhatt bhawan ii','Academic & Teaching','Aryabhatt Bhawan II',12,57,41,4,Network
'water is leaking into the corridor on floor 1','Sports & Recreation','Girls Hostel',18,11,59,1,Water
'two ceiling fans are not working in cl15','Labs & Research','H5 Boys Hostel',13,70,48,3,Electrical
'floor near h4 boys hostel is dirty and slippery','Hostels','H4 Boys Hostel',14,72,83,3,Cleanliness
'washroom near ff6 has not been cleaned today','General & Utilities','Washrooms',16,68,47,3,Cleanliness
'food counter is overcrowded between 12 00 and 14 00','Food','Cafeteria / Canteen',12,70,36,2,Canteen
'classroom door and several chairs need repair on floor 2 this happens repeatedly','Academic & Teaching','A2/2',8,63,46,2,Infrastructure
'broken writing desk is blocking the aisle in cs1','Labs & Research','A2/1',9,78,70,2,Infrastructure
'network authentication fails for students around aryabhatt bhawan ii','Academic & Teaching','Aryabhatt Bhawan II',14,80,96,3,Network
'network authentication fails for students around cl15 near a water cooler','Academic & Teaching','CL15',10,93,80,2,Network
'food counter is overcrowded between 14 00 and 16 00','Food','Annapurna / Main Mess',14,66,20,2,Canteen
'classroom door and several chairs need repair on ground floor near a water cooler','Labs & Research','CL3',13,48,69,3,Infrastructure
'signage is missing for cl22 on floor 4','General & Utilities','Auditorium',16,73,41,1,Water
'very weak wifi signal on ground floor of aryabhatt bhawan ii','Academic & Teaching','Aryabhatt Bhawan II',10,73,58,4,Network
'garbage is overflowing in the corridor on ground floor','General & Utilities','Aryabhatt Bhawan III',8,75,36,1,Cleanliness
'classroom door and several chairs need repair on floor 1','Academic & Teaching','A2/2',9,58,20,2,Infrastructure
'classroom door and several chairs need repair on floor 3','Labs & Research','Aryabhatt Bhawan II',14,40,40,2,Infrastructure
'two ceiling fans are not working in g2 this happens repeatedly','Hostels','H5 Boys Hostel',17,36,70,1,Electrical
'three lab systems freeze during compilation in cs1','Labs & Research','ECE Labs',13,44,49,3,Lab_Equipment
'projector in cl3 switches off after ten minutes','Academic & Teaching','CL3',15,50,71,1,Infrastructure
'billing queue reaches the stairwell near cafeteria / canteen','Food','Cafeteria / Canteen',13,100,65,3,Canteen
'computer fails to boot during practical class in cs1','Labs & Research','CL3',14,40,64,1,Lab_Equipment
'lights flicker repeatedly inside g2 while the wifi is also unstable','Labs & Research','H5 Boys Hostel',13,58,67,1,Electrical
'waiting time at cafeteria / canteen is more than twenty minutes','Food','Cafeteria / Canteen',13,77,82,1,Canteen
'water is leaking into the corridor on floor 1','Hostels','Water cooler',15,51,90,1,Water
'wifi becomes extremely slow near ts17 between 10 00 and 12 00','Library & Study','LRC',10,71,64,3,Network
'water is leaking into the corridor on floor 4','Sports & Recreation','Girls Hostel',12,62,48,1,Water
'network authentication fails for students around aryabhatt bhawan ii please fix urgently','Labs & Research','Aryabhatt Bhawan II',10,76,48,4,Network
'network authentication fails for students around cl15','Library & Study','CL15',10,44,40,2,Network
'wifi becomes extremely slow near cl15 between 14 00 and 16 00 and the room is overcrowded','Labs & Research','LRC',14,100,59,2,Network
'internet disconnects repeatedly during the lecture in ff6','Academic & Teaching','CL15',11,76,51,3,Network
'power socket near the desk is unsafe in cl3','Hostels','A2/1',13,68,57,4,Electrical
'signage is missing for cs1 on floor 1','Administration','Auditorium',17,40,45,1,Other
'projector in cl15 switches off after ten minutes after a power interruption','Academic & Teaching','CL3',8,44,64,1,Infrastructure
'garbage is overflowing in the corridor on floor 2 please fix urgently','Hostels','H4 Boys Hostel',17,63,56,3,Cleanliness
'very weak wifi signal on floor 3 of lrc','Labs & Research','LRC',10,83,38,3,Network
'broken writing desk is blocking the aisle in g2','Labs & Research','A2/1',16,42,61,2,Infrastructure
'internet disconnects repeatedly during the lecture in g2','Library & Study','LRC',9,81,58,1,Network
'water is leaking into the corridor on floor 4','General & Utilities','Water cooler',14,33,66,2,Water
'very weak wifi signal on floor 4 of cl3 this happens repeatedly','Library & Study','CL3',11,74,57,1,Network
'internet disconnects repeatedly during the lecture in ff6','Academic & Teaching','CL15',9,52,96,1,Network
'wifi becomes extremely slow near cs1 between 9 00 and 11 00','Labs & Research','CL3',9,84,50,1,Network
'monitor and keyboard are not detected at workstation in cr425','Labs & Research','ECE Labs',17,12,36,2,Lab_Equipment
'network authentication fails for students around aryabhatt bhawan ii','Labs & Research','Aryabhatt Bhawan II',9,51,52,3,Network
'two ceiling fans are not working in cl22 after a power interruption','Academic & Teaching','A2/1',8,20,85,2,Electrical
'garbage is overflowing in the corridor on floor 1 near a water cooler','Academic & Teaching','H4 Boys Hostel',9,57,74,5,Cleanliness
'three lab systems freeze during compilation in g2','Labs & Research','CL1',8,76,62,2,Lab_Equipment
'unclassified campus issue reported around administration block','Sports & Recreation','Administration Block',14,34,59,3,Other
'washroom near ts17 has not been cleaned today','General & Utilities','Aryabhatt Bhawan III',13,46,67,1,Cleanliness
'power socket near the desk is unsafe in cl22 after a power interruption','Academic & Teaching','A2/1',18,17,51,1,Electrical
'very weak wifi signal on floor 2 of aryabhatt bhawan ii','Labs & Research','Aryabhatt Bhawan II',9,65,28,5,Network
'wifi becomes extremely slow near cs1 between 10 00 and 12 00','Library & Study','LRC',10,91,31,5,Network
'projector hdmi port is loose in ts17','Academic & Teaching','A2/1',12,36,46,5,Infrastructure
'classroom door and several chairs need repair on floor 2 while the wifi is also unstable','Labs & Research','CL3',16,51,59,3,Water
'billing queue reaches the stairwell near cafeteria / canteen after a power interruption','Food','Cafeteria / Canteen',12,83,51,4,Canteen
'three lab systems freeze during compilation in g2 while the wifi is also unstable','Labs & Research','CL22',13,55,44,2,Lab_Equipment
'washroom near g2 has not been cleaned today','General & Utilities','Washrooms',12,36,20,2,Cleanliness
'laboratory equipment reports a calibration error in cl15 beside the canteen queue','Labs & Research','CL15',10,68,30,3,Lab_Equipment
'classroom door and several chairs need repair on floor 4','Labs & Research','Aryabhatt Bhawan II',14,71,44,1,Infrastructure
