@RELATION campuslens_complaints_v2

@ATTRIBUTE complaint STRING
@ATTRIBUTE facility_type {academic,lab,library,food,hostel,office,common,outdoor,utility,sports}
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE occupancy NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE impact NUMERIC
@ATTRIBUTE category {Network,Infrastructure,Cleanliness,Canteen,Electrical,Lab_Equipment,Water,Other}

@DATA
'an urgent maintenance check is needed because standing water is creating an unhygienic patch in cr202 near the main entrance to the space during a regular teaching period at 15:39 case 2673',academic,15,28,62,2,Cleanliness
'today we noticed that seating capacity is insufficient during the meal break in g1 without any warning notice although nearby rooms remain usable at 16:21 case 2675',academic,16,85,61,4,Canteen
'students report that several desks have loose or damaged fittings in cr425 and it interrupts scheduled teaching and several students are affected at 15:25 case 2676',academic,15,27,58,2,Infrastructure
'an urgent maintenance check is needed because signage for the room is missing in backstage the physical infrastructure needs attention and staff assistance has been requested at 9:33 case 2678',common,9,86,55,2,Infrastructure
'staff were informed that dust and litter remain around the workstations in h4 corridor 1 this is a hygiene and cleanliness concern during a regular teaching period at 15:39 case 2679',hostel,15,79,60,3,Cleanliness
'an urgent maintenance check is needed because signage for the room is missing in ece-202 near the main entrance to the space and it interrupts scheduled teaching at 8:21 case 2680',lab,8,76,39,4,Infrastructure
'during the latest session the common area is overcrowded in visitor parking although nearby rooms remain usable while the area is moderately occupied at 11:27 case 2681',outdoor,11,73,43,5,Other
'a repeated observation is that the display cable and wall port need repair in cl3-b and staff assistance has been requested and staff assistance has been requested at 15:12 case 2683',lab,15,46,64,2,Infrastructure
'today we noticed that ceiling plaster appears loose near the entrance in cl1-b the physical infrastructure needs attention during a regular teaching period at 16:41 case 2684',lab,16,50,65,3,Infrastructure
'today we noticed that network coverage disappears near the back rows in main hall the network service is affected and it interrupts scheduled teaching at 11:53 case 2685',common,11,77,61,5,Network
'please investigate because several systems freeze during compilation in indoor court after normal troubleshooting was attempted and it interrupts scheduled teaching at 15:44 case 2686',sports,15,66,37,2,Lab_Equipment
'a repeated observation is that internet speed falls below a usable level in ece-201 the network service is affected near the main entrance to the space at 18:34 case 2687',lab,18,33,58,5,Network
'a repeated observation is that a power socket is loose and unsafe in g2 the electrical supply needs inspection near the main entrance to the space at 9:48 case 2688',academic,9,60,63,4,Electrical
'for the second time this week order processing has stopped at one counter in gym while the area is moderately occupied while the area is moderately occupied at 12:55 case 2689',sports,12,83,45,5,Canteen
'during the latest session the workstation cannot boot for the practical in ece-202 during a regular teaching period after normal troubleshooting was attempted at 15:45 case 2691',lab,15,60,57,5,Lab_Equipment
'students report that only one billing counter is open during the rush in digital area and staff assistance has been requested while another campus service remains normal at 14:49 case 2692',library,14,78,41,2,Canteen
'students report that several desks have loose or damaged fittings in student parking the physical infrastructure needs attention without any warning notice at 11:52 case 2694',outdoor,11,64,53,2,Infrastructure
'today we noticed that network coverage disappears near the back rows in digital area near the main entrance to the space and several students are affected at 12:59 case 2695',library,12,63,66,3,Network
'today we noticed that the notice board contains outdated information in counter a and staff assistance has been requested and it interrupts scheduled teaching at 13:12 case 2698',food,13,61,50,4,Other
'please investigate because the service queue is moving very slowly in food court the food service operation is affected without any warning notice at 16:51 case 2700',food,16,39,47,3,Canteen
'for the second time this week the wired connection cannot reach institute services in reading hall the network service is affected after normal troubleshooting was attempted at 13:22 case 2701',library,13,100,42,5,Network
'please investigate because the campus network drops repeatedly during class in backstage the network service is affected during a regular teaching period at 15:15 case 2703',common,15,46,54,2,Network
'today we noticed that the refill indicator has remained empty in security post and the issue lasts more than ten minutes after normal troubleshooting was attempted at 11:16 case 2704',outdoor,11,99,47,3,Water
'during the latest session the classroom door cannot close safely in cr202 the physical infrastructure needs attention and staff assistance has been requested at 18:30 case 2707',academic,18,74,37,4,Infrastructure
